1020206050000000000	1020206010000000000
1020301010000000000	1020301000000000000
1020301020000000000	1020301000000000000
1020301030000000000	1020301000000000000
1020302010000000000	1020302000000000000
1020302020000000000	1020302000000000000
1020302030000000000	1020302000000000000
1020303010000000000	1020303000000000000
1020303020000000000	1020303000000000000
1020303030000000000	1020303000000000000
1020401010100000000	1020401010000000000
1020401010200000000	1020401010000000000
1020401020100000000	1020401020000000000
1020401020200000000	1020401020000000000
1020401020300000000	1020401020000000000
1020401020400000000	1020401020000000000
1020401030100000000	1020401030000000000
1020401030200000000	1020401030000000000
1020401040100000000	1020401040000000000
1020401040200000000	1020401040000000000
1020401050100000000	1020401050000000000
1020401050200000000	1020401050000000000
1020401060100000000	1020401060000000000
1020401060200000000	1020401060000000000
1020401080100000000	1020401080000000000
1020401080200000000	1020401080000000000
1020401100100000000	1020401100000000000
1020401100200000000	1020401100000000000
1020401110100000000	1020401110000000000
1020401110200000000	1020401110000000000
1020402010100000000	1020402010000000000
1020402010200000000	1020402010000000000
1020402020100000000	1020402020000000000
1020402020200000000	1020402020000000000
1020402990100000000	1020402990000000000
1020402990200000000	1020402990000000000
1020402990300000000	1020402990000000000
1020402990400000000	1020402990000000000
1020402990500000000	1020402990000000000
1020402990600000000	1020402990000000000
1020403010100000000	1020403010000000000
1020403010200000000	1020403010000000000
1020403020100000000	1020403020000000000
1020403020200000000	1020403020000000000
1020499010100000000	1020499010000000000
1020499010200000000	1020499010000000000
1020499070100000000	1020499070000000000
1020499070200000000	1020499070000000000
1020501010100000000	1020501010000000000
1020501010200000000	1020501010000000000
1020502010100000000	1020502010000000000
1020502010200000000	1020502010000000000
1020502020100000000	1020502020000000000
1020502020200000000	1020502020000000000
1020504010101000000	1020504010000000000
1020504010102000000	1020504010000000000
1020504010103000000	1020504010000000000
1020504010201000000	1020504010000000000
1020504010202000000	1020504010000000000
1020504010203000000	1020504010000000000
1020504010300000000	1020504010000000000
1020504010400000000	1020504010000000000
1020504010500000000	1020504010000000000
1020504010600000000	1020504010000000000
1020504019900000000	1020504010000000000
1020504040100000000	1020504040000000000
1020504040200000000	1020504040000000000
1020504040300000000	1020504040000000000
1020504040400000000	1020504040000000000
1020504040500000000	1020504040000000000
1020505010100000000	1020505010000000000
1020505010200000000	1020505010000000000
1020505020100000000	1020505020000000000
1020505020200000000	1020505020000000000
1020505030100000000	1020505030000000000
1020505030200000000	1020505030000000000
1020505060100000000	1020505060000000000
1020505060200000000	1020505060000000000
1020505070100000000	1020505070000000000
1020505070200000000	1020505070000000000
1020505080100000000	1020505080000000000
1020505080200000000	1020505080000000000
1020505130100000000	1020505130000000000
1020505130200000000	1020505130000000000
1020506040000000000	1020506990000000000
1020506050000000000	1020506990000000000
1020506060000000000	1020506990000000000
1020506070000000000	1020506990000000000
1020511010101000000	1020511010000000000
1020511010102000000	1020511010000000000
1020511010103000000	1020511010000000000
1020511010199000000	1020511010000000000
1020511010200000000	1020511010000000000
1020511020100000000	1020511020000000000
1020511020200000000	1020511020000000000
1020511029900000000	1020511020000000000
1020511020200000000	1020511030000000000
1020599010000000000	1020599000000000000
1020599020000000000	1020599000000000000
1020599030000000000	1020599000000000000
1020599040000000000	1020599000000000000
1020599050000000000	1020599000000000000
1020599060000000000	1020599000000000000
1020599070000000000	1020599000000000000
1020599080000000000	1020599000000000000
1020599090000000000	1020599000000000000
1020599100000000000	1020599000000000000
1020599110000000000	1020599000000000000
1020599120000000000	1020599000000000000
1020599130000000000	1020599000000000000
1020599140000000000	1020599000000000000
1020599150000000000	1020599000000000000
1020599160000000000	1020599000000000000
1020599170000000000	1020599000000000000
1020599180000000000	1020599000000000000
1020599190000000000	1020599000000000000
1020599200000000000	1020599000000000000
1020599210000000000	1020599000000000000
1020599220000000000	1020599000000000000
1020601010000000000	1020600000000000000
1020601020000000000	1020600000000000000
1020601030000000000	1020600000000000000
1020601040000000000	1020600000000000000
1020601050000000000	1020600000000000000
1020602000000000000	1020600000000000000
